index,task,verb,sentence,neg_sentence,complement,turker_pos_ratings,turker_neg_ratings,bert_pos_entailment_prob,bert_pos_contradiction_prob,bert_pos_neutral_prob,bert_neg_entailment_prob,bert_neg_contradiction_prob,bert_neg_neutral_prob,signature
103,to,claim,She claimed to have found her calling.,She did not claim to have found her calling.,She had found her calling.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.9605267,0.002305192,0.037168153,0.000184773,0.9993087,0.000506549,o/o
104,to,expect,Legal service agencies expect to have increased funds next year.,Legal service agencies do not expect to have increased funds next year.,Legal service agencies have increased funds next year.,"0.0,0.0,1.0","-2.0,-1.0,-1.0",0.9922543,0.000856634,0.006889072,0.000427385,0.99874395,0.000828688,o/o
105,to,expect,Republicans expect to draw in black voter with the issue.,Republicans do not expect to draw in black voter with the issue.,Republicans draw in black voter with the issue.,"-1.0,0.0,0.0","-2.0,0.0,0.0",0.99002373,0.006494283,0.003481988,0.002806145,0.99332523,0.003868618,o/o
106,to,happen,I happened to notice that it was bolted.,I did not happen to notice that it was bolted.,I noticed that it was bolted.,"1.0,1.0,2.0","-2.0,-2.0,-2.0",0.9989109,0.000187164,0.000901862,0.000146941,0.9995895,0.000263551,o/o
107,to,expect,They expect to have more software development effort.,They do not expect to have more software development effort.,They have more software development effort.,"0.0,0.0,0.0","0.0,0.0,0.0",0.99051344,0.001316075,0.008170417,0.001486253,0.9967896,0.001724173,o/o
108,to,expect,I expect to be a huge success in the business world.,I do not expect to be a huge success in the business world.,I am a huge success in the business world.,"-1.0,0.0,0.0","-1.0,-1.0,0.0",0.24461184,0.079383604,0.6760045,0.000383417,0.9989128,0.00070376,o/o
109,to,expect,Holland expected to get a lot of money.,Holland did not expect to get a lot of money.,Holland got a lot of money.,"0.0,0.0,1.0","-2.0,-1.0,0.0",0.9860142,0.002155137,0.011830782,0.004013229,0.99255955,0.003427254,o/o
110,to,expect,It's expected to continue going on.,It's not expected to continue going on.,It's continued going on.,"0.0,0.0,1.0","-1.0,-1.0,0.0",0.9908999,0.001028276,0.008071818,0.8349955,0.13260233,0.03240217,o/o
111,to,wish,They wish to keep watch and Severn agreed to arm the miners.,They do not wish to keep watch and Severn agreed to arm the miners.,They keep watch and severn agreed to arm the miners.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.9974105,0.001146926,0.001442659,0.9914193,0.006859438,0.001721239,o/o
112,to,wish,Police officers wish to present legally obtained evidence.,Police officers do not wish to present legally obtained evidence.,Police officers present legally obtained evidence.,"0.0,1.0,1.0","-1.0,0.0,1.0",0.9722198,0.004449001,0.023331184,0.000990861,0.99717474,0.001834387,o/o
113,to,wish,Shane Massello wished to represent himself legally.,Shane Massello did not wish to represent himself legally.,Shane massello represented himself legally.,"0.0,1.0,2.0","-1.0,-1.0,-1.0",0.9566421,0.023673262,0.019684657,0.000541847,0.9986229,0.000835192,o/o
114,to,wish,Any dollar amount you wish to contribute is fine.,Any dollar amount you do not wish to contribute is fine.,Any dollar amount you contribute is fine.,"2.0,2.0,2.0","-2.0,0.0,0.0",0.9981355,0.000268356,0.001596242,0.7151416,0.28184813,0.003010238,o/o
115,to,wish,This is the only issue I wish to keep private.,This is the only issue I do not wish to keep private.,This is the only issue i keep private.,"1.0,1.0,2.0","-2.0,-2.0,0.0",0.9978582,0.000336984,0.001804744,0.020520052,0.97492915,0.004550862,o/o
116,to,happen,"At that moment, I happened to look up.","At that moment, I did not happen to look up.","At that moment, i looked up.","2.0,2.0,2.0","-2.0,-2.0,-2.0",0.9989359,0.000211155,0.000852996,0.000137991,0.99964476,0.000217268,o/o
117,to,happen,Because I happened to meet him this morning.,Because I did not happen to meet him this morning.,Because i met him this morning.,"2.0,2.0,2.0","-2.0,-2.0,-1.0",0.99852854,0.000397248,0.001074253,0.00015532,0.99953425,0.000310434,o/o
118,to,wish,I wish to return to Marguerite.,I do not wish to return to Marguerite.,I return to marguerite.,"0.0,1.0,1.0","-2.0,0.0,0.0",0.51385605,0.1428561,0.34328777,0.000452163,0.9987571,0.000790678,o/o
119,to,wait,There is always a large crowd of people waiting to see the Angel's Pillar. ,There is always a large crowd of people not waiting to see the Angel's Pillar. ,There is always a large crowd of people seeing the angel's pillar.,"1.0,1.0,1.0","-1.0,0.0,1.0",0.9984517,0.000223681,0.001324652,0.3516036,0.64362854,0.004767851,o/o
120,to,love,The woman loved to spend time in a cabin in the woods.,The woman did not love to spend time in a cabin in the woods.,The woman spent time in a cabin in the woods.,"0.0,1.0,2.0","0.0,0.0,0.0",0.9981817,0.000146267,0.001672075,0.99603903,0.001053315,0.00290762,o/o
121,to,love,Drew loved to drink sherry more than any other drink.,Drew did not love to drink sherry more than any other drink.,Drew drank sherry more than any other drank.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.9987613,0.000411216,0.000827478,0.85743356,0.13355297,0.009013439,o/o
122,to,love,Children love to dance to Michael Jackson Records. ,Children do not love to dance to Michael Jackson Records. ,Children dance to michael jackson records.,"0.0,1.0,2.0","-1.0,-1.0,0.0",0.9982798,0.000286357,0.001433829,0.65135473,0.319304,0.029341303,o/o
123,to,love,The man loves to read the fruits of their minds. ,The man does not love to read the fruits of their minds. ,The man reads the fruits of their minds.,"1.0,1.0,1.0","-1.0,0.0,0.0",0.9917232,0.001298658,0.006978116,0.003438,0.99379086,0.002771127,o/o
124,to,love,She really loved to eat at her Greek restaurant.,She really did not love to eat at her Greek restaurant.,She really ate at her greek restaurant.,"0.0,1.0,1.0","0.0,0.0,0.0",0.998055,0.000188258,0.001756846,0.001709292,0.99705446,0.001236232,o/o
125,to,love,Everyone loves to be interrupted as they dine. ,Everyone does not love to be interrupted as they dine. ,Everyone is interrupted as they dine.,"0.0,0.0,1.0","-2.0,-1.0,0.0",0.9542742,0.03379582,0.011930055,0.10543384,0.8744482,0.020117963,o/o
126,to,love,The captain loved to end wars.  ,The captain did not love to end wars.  ,The captain ended wars.,"0.0,0.0,2.0","-1.0,0.0,0.0",0.98830146,0.006551568,0.005147017,0.011400252,0.9834524,0.005147383,o/o
127,to,love,Julius loves to ask questions. ,Julius does not love to ask questions. ,Julius asks questions.,"0.0,1.0,1.0","0.0,0.0,0.0",0.99816906,0.0003637,0.001467117,0.98900133,0.004969928,0.006028848,o/o
128,to,love,I love to read pure history.,I do not love to read pure history.,I read pure history.,"1.0,2.0,2.0","-1.0,0.0,0.0",0.9968309,0.000264384,0.00290475,0.000453465,0.9989594,0.000587122,o/o
129,to,wait,Some surmise that he's cleverly waiting to unveil his platform.,Some surmise that he's cleverly not waiting to unveil his platform.,Some surmise that he's cleverly unveiling his platform.,"1.0,1.0,1.0","-2.0,1.0,1.0",0.9973212,0.000504092,0.002174783,0.000436557,0.9989569,0.000606507,o/o
130,to,happen,He happened to have an old envelope and a pen in one of his pockets. ,He did not happen to have an old envelope and a pen in one of his pockets. ,He had an old envelope and a pen in one of his pockets.,"2.0,2.0,2.0","-2.0,-2.0,-2.0",0.9986316,0.00023664,0.001131766,0.000316292,0.9987998,0.00088389,o/o
131,to,wait,That the captain was only waiting to make trouble for Rennie.,That the captain was only not waiting to make trouble for Rennie.,That the captain was only making trouble for rennie.,"-2.0,0.0,0.0","-1.0,-1.0,1.0",0.9972531,0.000999708,0.001747247,0.002274001,0.9958949,0.001831099,o/o
132,to,wait,There is no one waiting to discuss things.,There is no one not waiting to discuss things.,There is no one discussing things.,"0.0,0.0,1.0","-2.0,0.0,0.0",0.99798846,0.000412128,0.001599483,0.04595634,0.9520185,0.002025243,o/o
133,to,wait,He is still waiting to do it.,He is still not waiting to do it.,He is still doing it.,"-2.0,-1.0,0.0","0.0,0.0,1.0",0.9957098,0.000615972,0.003674234,0.000576929,0.9989214,0.000501717,o/o
134,to,work,GAO has a series of publications that work to define actions that can be taken to improve.,GAO has a series of publications that do not work to define actions that can be taken to improve.,Gao has a series of publications that define actions that can be taken to improve.,"1.0,2.0,2.0","-2.0,-2.0,-1.0",0.998838,0.000200873,0.000961114,0.013400468,0.9839788,0.002620739,o/o
135,to,work,Competing community groups worked to reach a consensus about the health study. ,Competing community groups did not work to reach a consensus about the health study. ,Competing community groups reached a consensus about the health study.,"0.0,1.0,2.0","-1.0,-1.0,0.0",0.9961606,0.000531876,0.003307483,0.000276408,0.99916756,0.000555988,o/o
136,to,work,30 people work to help account for inventory and related property.,30 people do not work to help account for inventory and related property.,30 people help account for inventory and related property.,"1.0,2.0,2.0","-2.0,-1.0,-1.0",0.99759525,0.000780188,0.001624609,0.009283423,0.9873239,0.00339265,o/o
137,to,work,The GAO works to improve government amongst other things.,The GAO does not work to improve government amongst other things.,The gao improves government amongst other things.,"1.0,1.0,2.0","-2.0,-1.0,-1.0",0.99557143,0.000494226,0.003934363,0.000485685,0.9985613,0.000953007,o/o
138,to,work,CDC works to investigate cancer rates across the country.,CDC does not work to investigate cancer rates across the country.,Cdc investigates cancer rates across the country.,"1.0,2.0,2.0","-2.0,-1.0,-1.0",0.9987191,0.000228703,0.001052277,0.000798148,0.99836284,0.000839106,o/o
139,to,work,We love working to improve legal services.,We love not working to improve legal services.,We love improving legal services.,"1.0,1.0,2.0","-2.0,-2.0,-1.0",0.9985775,0.000130456,0.001292087,0.000160274,0.9996426,0.000197103,o/o
140,to,wish,You wish to believe he committed the crime. ,You do not wish to believe he committed the crime. ,You believe he committed the crime.,"1.0,1.0,1.0","-2.0,0.0,1.0",0.99013156,0.001772833,0.008095657,0.00067589,0.9980447,0.001279366,o/o
141,to,wish,He wished to be arrested. ,He did not wish to be arrested. ,He was arrested.,"0.0,0.0,0.0","0.0,0.0,1.0",0.1536949,0.64117175,0.20513333,0.000346258,0.99912363,0.000530162,o/o
142,to,agree,LSNY agreed to keep the current members.,LSNY did not agree to keep the current members.,Lsny kept the current members.,"1.0,1.0,2.0","-2.0,-1.0,0.0",0.99818796,0.000406062,0.001406005,0.000374037,0.9992987,0.000327236,o/o
143,to,say,"The croseis said to weigh 181,740 tons.","The croseis did not say to weigh 181,740 tons.","The croseis weighed 181,740 tons.","0.0,1.0,2.0","0.0,0.0,0.0",0.9980252,0.000433097,0.001541737,0.9786791,0.0138726,0.007448306,o/o
144,to,mean,He definitely meant to give the name to Nevis.,He definitely did not mean to give the name to Nevis.,He definitely gave the name to nevis.,"-1.0,0.0,0.0","1.0,1.0,2.0",0.95897406,0.017785387,0.023240589,0.000221917,0.9993662,0.000411799,o/+
145,to,mean,Drew meant to take a long wash in the stream.,Drew did not mean to take a long wash in the stream.,Drew took a long wash in the stream.,"1.0,1.0,2.0","0.0,1.0,1.0",0.9970272,0.000869383,0.002103327,0.038393054,0.9526713,0.008935727,o/+
146,to,mean,It's meant to be worn on your pinkie toe. ,It's not meant to be worn on your pinkie toe. ,It's been worn on your pinkie toe.,"0.0,0.0,0.0","-2.0,0.0,0.0",0.99304277,0.002316092,0.004641139,0.000697321,0.99831474,0.000988007,o/+
147,to,mean," First, of course, he meant to stay here."," First, of course, he did not mean to stay here.","First, of course, he stayed here.","0.0,1.0,2.0","0.0,0.0,1.0",0.99776435,0.000970841,0.001264812,0.000598586,0.9989421,0.000459296,o/+
148,to,mean,Dave meant to follow with a heavy hammer.,Dave did not mean to follow with a heavy hammer.,Dave followed with a heavy hammer.,"0.0,0.0,0.0","0.0,1.0,1.0",0.99784756,0.000608562,0.001543834,0.020692464,0.9711331,0.008174369,o/+
149,to,mean,We had meant to do this for a while.,We had not meant to do this for a while.,We had done this for a while.,"-1.0,1.0,1.0","-1.0,0.0,1.0",0.9981361,0.000230685,0.001633184,0.002573758,0.99527586,0.002150368,o/+
150,to,mean,I meant to say Wong.,I did not mean to say Wong.,I said wong.,"-1.0,-1.0,0.0","1.0,1.0,1.0",0.9957007,0.001094883,0.003204467,0.001664853,0.99651766,0.001817391,o/+
151,to,say,Mistuh Nye says to tell you he'll be back.,Mistuh Nye does not say to tell you he'll be back.,Mistuh nye tells you he'll be back.,"-1.0,0.0,2.0","-2.0,-1.0,0.0",0.9983255,0.000441514,0.001232971,0.000167533,0.99950135,0.000331121,o/o
152,to,say,He said to look on the piece of paper. ,He did not say to look on the piece of paper. ,He looked on the piece of paper.,"0.0,0.0,0.0","-1.0,-1.0,0.0",0.99663794,0.000613553,0.002748499,0.001684237,0.9968252,0.001490664,o/o
153,to,say,My Dad said to get rid of them.,My Dad did not say to get rid of them.,My dad got rid of them.,"0.0,0.0,0.0","-1.0,0.0,0.0",0.99505144,0.001516436,0.003432152,0.001613338,0.99607205,0.002314662,o/o
154,to,prefer,They prefer to have their own area of operation.,They do not prefer to have their own area of operation.,They have their own area of operation.,"0.0,0.0,0.0","-2.0,0.0,0.0",0.99351543,0.0016681,0.004816451,0.5861564,0.339589,0.074254595,o/o
155,to,say,She said to come to the caves.,She did not say to come to the caves.,She came to the caves.,"0.0,0.0,0.0","-1.0,0.0,0.0",0.99208564,0.001203433,0.006710904,0.001551415,0.9961093,0.002339297,o/o
156,to,say,Jon said to stock the caves.,Jon did not say to stock the caves.,Jon stocked the caves.,"0.0,0.0,0.0","0.0,0.0,0.0",0.99771774,0.000613463,0.001668844,0.000495617,0.9983531,0.001151378,o/o
157,to,say,Tommy said to hold on hard.,Tommy did not say to hold on hard.,Tommy held on hard.,"0.0,0.0,0.0","0.0,0.0,0.0",0.99798393,0.000283163,0.001732896,0.36967576,0.5847958,0.04552845,o/o
158,to,say,Jon said to hurry up.,Jon did not say to hurry up.,Jon hurried up.,"-2.0,0.0,0.0","0.0,0.0,0.0",0.99826235,0.000413315,0.001324321,0.000580039,0.9988776,0.000542447,o/o
159,to,agree,Both firms lawyers unanimously agreed to dismiss the case.,Both firms lawyers unanimously did not agree to dismiss the case.,Both firms lawyers unanimously dismissed the case.,"1.0,1.0,2.0","-2.0,-2.0,-1.0",0.99798846,0.000870215,0.001141228,0.000374682,0.9990237,0.000601709,o/o
